"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000167257",271.70350812068,0.246463414086382,0.113701764943765,2.16763050431344,0.0301868109021629,0.0490208121289311,"RNF214","257160","ring finger protein 214"
"ENSG00000188811",81.7150201653364,0.417734663819319,0.192735868392718,2.1673945140722,0.0302047852185341,0.049044004556549,"NHLRC3","387921","NHL repeat containing 3"
"ENSG00000143382",190.553456876324,0.292642794238183,0.135031688579577,2.16721569075041,0.0302184115115744,0.0490601322206003,"ADAMTSL4","54507","ADAMTS like 4"
"ENSG00000100342",26.3333615898811,-0.740359962140547,0.341843423396671,-2.16578676513382,0.0303274851569872,0.049231197489013,"APOL1","8542","apolipoprotein L1"
"ENSG00000145022",543.831994106562,-0.182914957165322,0.084483113544826,-2.16510672358529,0.0303795131975168,0.0493096290222924,"TCTA","6988","T cell leukemia translocation altered"
"ENSG00000142102",75.4830722390623,0.439221109266189,0.203108138791988,2.16249881407271,0.0305797484035909,0.0496285701730809,"PGGHG","80162","protein-glucosylgalactosylhydroxylysine glucosidase"
"ENSG00000121390",593.034283090823,0.168917626692782,0.0781305438967267,2.16199220264047,0.0306187772167135,0.0496858398280255,"PSPC1","55269","paraspeckle component 1"
"ENSG00000157353",103.05010025952,-0.366048135695812,0.169355651343709,-2.16141671560114,0.0306631640252799,0.0497517889792045,"FCSK","197258","fucose kinase"
"ENSG00000130429",1738.25536852954,-0.115780132023063,0.0536191501461393,-2.15930561576421,0.0308264647577909,0.0500068597416725,"ARPC1B","10095","actin related protein 2/3 complex subunit 1B"
"ENSG00000166478",300.203517020446,0.225330006966838,0.104353889079185,2.15928710424826,0.0308278999822929,0.0500068597416725,"ZNF143","7702","zinc finger protein 143"
"ENSG00000181404",72.1717910003529,0.443452136781144,0.205450285459649,2.15844011016592,0.0308936300470539,0.0501028728377565,"WASHC1","100287171","WASH complex subunit 1"
"ENSG00000232434",82.8950438407195,-0.404885934437261,0.187583781909895,-2.15842718552154,0.0308946339814204,0.0501028728377565,"AJM1","389813","apical junction component 1 homolog"
"ENSG00000106803",1371.71178621163,-0.128614647035445,0.0596010462552807,-2.15792599486539,0.0309335860612494,0.0501599182109039,"SEC61B","10952","SEC61 translocon subunit beta"
"ENSG00000131013",493.524731559966,-0.183843131993006,0.0852024720054684,-2.1577206349272,0.030949558619816,0.0501796920884272,"PPIL4","85313","peptidylprolyl isomerase like 4"
"ENSG00000218891",402.38237738418,0.199630267746177,0.0925573838733369,2.15682703412802,0.0310191438762777,0.0502863748278678,"ZNF579","163033","zinc finger protein 579"
"ENSG00000104064",479.274367556133,0.186956400079776,0.0866873574046853,2.15667434879808,0.0310310470018026,0.0502995321305763,"GABPB1","2553","GA binding protein transcription factor subunit beta 1"
"ENSG00000130518",13.9427844376315,1.05267747249135,0.488128117450976,2.15655979415501,0.0310399800885372,0.0503078725486212,"IQCN","80726","IQ motif containing N"
"ENSG00000106733",64.6327742659815,-0.461763412067604,0.21413428439861,-2.15641980621857,0.0310508994857853,0.0503194298401904,"NMRK1","54981","nicotinamide riboside kinase 1"
"ENSG00000171984",27.3089035393447,0.729315659851528,0.338344065550052,2.15554441206429,0.0311192571427929,0.0504240543333628,"SHLD1","149840","shieldin complex subunit 1"
"ENSG00000124370",72.8876235320919,-0.454689315260804,0.211055825394786,-2.15435567537781,0.0312122897857063,0.0505686305115578,"MCEE","84693","methylmalonyl-CoA epimerase"
"ENSG00000166595",814.444904692766,0.155383199044133,0.0721390741538694,2.1539394685425,0.0312449192316242,0.0506153210433507,"CIAO2B","51647","cytosolic iron-sulfur assembly component 2B"
"ENSG00000161996",142.076315265956,0.331274188608233,0.153850138307424,2.1532264595452,0.0313008851537578,0.0506997995868551,"WDR90","197335","WD repeat domain 90"
"ENSG00000165046",63.1838365529192,0.465315556684072,0.216123192559461,2.15301074897851,0.0313178337723659,0.0507210667192494,"LETM2","137994","leucine zipper and EF-hand containing transmembrane protein 2"
"ENSG00000148672",2303.33716854254,-0.107015400448917,0.0497093552584066,-2.15282213765626,0.0313326596248793,0.0507388911408982,"GLUD1","2746","glutamate dehydrogenase 1"
"ENSG00000175826",952.964386898117,-0.140429808234897,0.0652336243508063,-2.15272123283705,0.0313405937522277,0.0507455523853576,"CTDNEP1","23399","CTD nuclear envelope phosphatase 1"
"ENSG00000082213",396.016562801678,0.204259830985106,0.0949466809434145,2.15131091424712,0.0314516673768202,0.0509191913821216,"C5orf22","55322","chromosome 5 open reading frame 22"
"ENSG00000102030",431.273754198332,-0.191961515173984,0.089240954967093,-2.15104729935676,0.0314724665279033,0.0509466545306047,"NAA10","8260","N-alpha-acetyltransferase 10, NatA catalytic subunit"
"ENSG00000141378",287.428765269192,0.234121137695587,0.108855775569179,2.15074612689522,0.0314962434009708,0.0509789306424195,"PTRH2","51651","peptidyl-tRNA hydrolase 2"
"ENSG00000120798",223.89574826762,0.258096935835185,0.120040191132845,2.1500876781307,0.0315482800884019,0.0510569338533147,"NR2C1","7181","nuclear receptor subfamily 2 group C member 1"
"ENSG00000134215",8.33337161249025,-1.36979081062259,0.637210235310965,-2.14966856261202,0.0315814408497707,0.0511043734608497,"VAV3","10451","vav guanine nucleotide exchange factor 3"
"ENSG00000197191",13.0850345633331,1.08553030226617,0.505529940042034,2.14731159577989,0.0317684832826523,0.0514007790181737,"CYSRT1","375791","cysteine rich tail 1"
"ENSG00000162086",193.693460900787,0.27581401668432,0.128469594323506,2.1469205856584,0.0317996044547575,0.0514448655746759,"ZNF75A","7627","zinc finger protein 75A"
"ENSG00000140382",373.84232737843,-0.205896964053683,0.0959325709152135,-2.14626755114963,0.0318516388859928,0.0515227703913964,"HMG20A","10363","high mobility group 20A"
"ENSG00000253368",2868.61778249008,0.116244299146461,0.0541771290585745,2.145634166417,0.0319021773239004,0.0515982366312767,"TRNP1","388610","TMF1 regulated nuclear protein 1"
"ENSG00000173409",191.661936588324,-0.271615253380825,0.126611173563707,-2.14527079826929,0.0319312018729696,0.0516388923994621,"ARV1","64801","ARV1 homolog, fatty acid homeostasis modulator"
"ENSG00000172336",294.267218759826,-0.220991692052976,0.1031126651639,-2.14320609114026,0.0320965534044991,0.0518999783684632,"POP7","10248","POP7 homolog, ribonuclease P/MRP subunit"
"ENSG00000147118",67.444855201673,0.480406535291857,0.224163731786048,2.14310553925993,0.0321046247810278,0.0519067104493744,"ZNF182","7569","zinc finger protein 182"
"ENSG00000276293",2030.46745568777,0.111172747258584,0.0518900463199303,2.14246768201253,0.0321558666005924,0.0519795756577042,"PIP4K2B","8396","phosphatidylinositol-5-phosphate 4-kinase type 2 beta"
"ENSG00000176595",13.9857597235126,1.00970917825986,0.47128779416761,2.1424471220249,0.0321575194382891,0.0519795756577042,"KBTBD11","9920","kelch repeat and BTB domain containing 11"
"ENSG00000085231",213.32085288924,-0.265528328864924,0.123948202708221,-2.14225235270243,0.0321731807484673,0.0519935297363351,"AK6","102157402","adenylate kinase 6"
"ENSG00000160785",586.571438027615,-0.171919183194961,0.0802519749280176,-2.14224239776236,0.0321739813960953,0.0519935297363351,"SLC25A44","9673","solute carrier family 25 member 44"
"ENSG00000101190",145.903470156096,-0.308064220322952,0.14382646509585,-2.14191609393758,0.0322002345423908,0.0520296247192257,"TCFL5","10732","transcription factor like 5"
"ENSG00000147180",67.4752448506168,0.455900028807077,0.212959779107845,2.14077996660677,0.0322917862411778,0.0521712084728529,"ZNF711","7552","zinc finger protein 711"
"ENSG00000069424",137.964257926444,0.329725459064985,0.154065616213085,2.14016253054769,0.0323416341046499,0.052245388491603,"KCNAB2","8514","potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"ENSG00000172534",2150.59967575243,0.117793913664549,0.0550511631894283,2.13971707117661,0.032377638590785,0.0522971902909894,"HCFC1","3054","host cell factor C1"
"ENSG00000135605",14.6627841307104,-0.991562849515458,0.463587702886792,-2.13888945574037,0.0324446222113565,0.0523990116988372,"TEC","7006","tec protein tyrosine kinase"
"ENSG00000127184",1412.62908902494,-0.122503544578848,0.0572894122203693,-2.13832783111173,0.0324901452679362,0.0524661531244656,"COX7C","1350","cytochrome c oxidase subunit 7C"
"ENSG00000096872",186.925656221241,0.272053227080497,0.127265936440636,2.13767512886214,0.0325431194465441,0.0525453090796255,"IFT74","80173","intraflagellar transport 74"
"ENSG00000131475",642.065088377392,-0.161694100342928,0.0756531489151677,-2.13730826358915,0.0325729271828899,0.0525870449548005,"VPS25","84313","vacuolar protein sorting 25 homolog"
"ENSG00000166250",3551.52861741031,-0.0962540181066706,0.0450395062081575,-2.13710198468466,0.0325896975747235,0.0526077252293969,"CLMP","79827","CXADR like membrane protein"
"ENSG00000166289",81.012159596009,0.424958076843435,0.198880264327688,2.13675337912487,0.0326180558756354,0.0526471039178745,"PLEKHF1","79156","pleckstrin homology and FYVE domain containing 1"
"ENSG00000081665",65.7644170641932,0.453695251285672,0.212347943544865,2.13656531686551,0.0326333631037521,0.0526654105399801,"ZNF506","440515","zinc finger protein 506"
"ENSG00000206561",3.84663540050766,2.12908161038645,0.997307049241273,2.13483060408147,0.0327748494671973,0.0528873223937935,"COLQ","8292","collagen like tail subunit of asymmetric acetylcholinesterase"
"ENSG00000112983",688.934956071772,-0.153996157678532,0.0721576381054881,-2.13416294825786,0.0328294445203093,0.0529689847083028,"BRD8","10902","bromodomain containing 8"
"ENSG00000138600",986.616713362535,-0.140290754071656,0.0657649902280998,-2.13321333410178,0.0329072297831448,0.0530880391084331,"SPPL2A","84888","signal peptide peptidase like 2A"
"ENSG00000082458",265.24435078038,-0.232484870445965,0.108992250154332,-2.13304037779539,0.0329214140383113,0.0531044718553378,"DLG3","1741","discs large MAGUK scaffold protein 3"
"ENSG00000135974",289.828727762368,0.229614861001445,0.107679347815423,2.13239461103568,0.0329744200396014,0.0531835151142667,"C2orf49","79074","chromosome 2 open reading frame 49"
"ENSG00000039523",1199.10999360107,-0.132381683874683,0.062090841799287,-2.13206456924221,0.0330015388187184,0.0532154110405895,"RIPOR1","79567","RHO family interacting cell polarization regulator 1"
"ENSG00000005513",9.41406777140799,1.30446985990016,0.611836464836954,2.13205641518569,0.033002209060483,0.0532154110405895,"SOX8","30812","SRY-box transcription factor 8"
"ENSG00000002016",68.9402490193489,-0.444519910953555,0.208549442834399,-2.13148452909813,0.0330492456522318,0.0532847876611972,"RAD52","5893","RAD52 homolog, DNA repair protein"
"ENSG00000197903",577.951322767165,-0.183084580312966,0.0859224592769435,-2.13081168595107,0.0331046592396121,0.0533676519019939,"H2BC12","85236","H2B clustered histone 12"
"ENSG00000115524",4752.2378191257,0.109578634062392,0.0514719434251624,2.12890026625309,0.0332625127555253,0.0536156182547193,"SF3B1","23451","splicing factor 3b subunit 1"
"ENSG00000107872",104.874599493727,0.358801969466986,0.168576514850358,2.12842203900992,0.0333021074667055,0.0536729269958479,"FBXL15","79176","F-box and leucine rich repeat protein 15"
"ENSG00000151967",17.6575988767595,-0.896621189427494,0.421377502816748,-2.127833554079,0.0333508862797438,0.0537450220295508,"SCHIP1","29970","schwannomin interacting protein 1"
"ENSG00000015479",22.5470597678372,0.815058894590887,0.383083225367936,2.12762877781468,0.0333678742707972,0.0537658748107156,"MATR3","9782","matrin 3"
"ENSG00000197157",6978.17449078836,-0.0840307102558586,0.0395019924822385,-2.12725244919334,0.033399113343477,0.0538096826089352,"SND1","27044","staphylococcal nuclease and tudor domain containing 1"
"ENSG00000127578",6.69724724232123,1.54264220063876,0.725292518531491,2.12692418744669,0.0334263828091962,0.0538470850784408,"WFIKKN1","117166","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
"ENSG00000151692",7.99570968690264,1.33155650466285,0.626298819282947,2.12607219376105,0.0334972487966024,0.0539547002809208,"RNF144A","9781","ring finger protein 144A"
"ENSG00000183690",8.06299275809433,1.33284175206688,0.626971513999429,2.12584100283078,0.033516500640314,0.0539791635145691,"EFHC2","80258","EF-hand domain containing 2"
"ENSG00000075826",26.1007360959396,0.730306560964614,0.343555025604967,2.12573388987285,0.0335254234106546,0.053986987601881,"SEC31B","25956","SEC31 homolog B, COPII coat complex component"
"ENSG00000163517",167.017690633013,-0.288866315242728,0.13594029289738,-2.12494992533811,0.0335907914476697,0.0540856942669353,"HDAC11","79885","histone deacetylase 11"
"ENSG00000160803",851.453546403756,0.142517974235792,0.0671021429472084,2.12389601846123,0.0336788394107735,0.0542208903095628,"UBQLN4","56893","ubiquilin 4"
"ENSG00000185090",9.2653924136268,1.23625384423916,0.582099344176484,2.12378498035955,0.0336881274996795,0.0542292703248991,"MANEAL","149175","mannosidase endo-alpha like"
"ENSG00000169594",26.7900722633384,-0.700535606843652,0.329995791717606,-2.12286224378017,0.033765397129305,0.0543470679437021,"BNC1","646","basonuclin zinc finger protein 1"
"ENSG00000178726",7.36524604124428,1.4705216949353,0.692799633777486,2.12257862625777,0.0337891775888245,0.0543787539967002,"THBD","7056","thrombomodulin"
"ENSG00000164967",90.4880308219547,-0.383033860968555,0.180544309986303,-2.12155044375319,0.0338755076456247,0.0545110846315953,"RPP25L","138716","ribonuclease P/MRP subunit p25 like"
"ENSG00000174804",217.182974941493,0.265509586006097,0.125296497312146,2.11905034619319,0.0340862123629517,0.0548434975899121,"FZD4","8322","frizzled class receptor 4"
"ENSG00000145331",88.2632713541355,0.404785336053942,0.191036958785813,2.11888494575428,0.0341001915019274,0.0548541523609984,"TRMT10A","93587","tRNA methyltransferase 10A"
"ENSG00000163162",534.118661736913,0.193557540765665,0.0913492338871237,2.1188742645049,0.0341010944168622,0.0548541523609984,"RNF149","284996","ring finger protein 149"
"ENSG00000107938",258.317188824414,-0.241081987789836,0.113786696564089,-2.11871857668396,0.0341142574498479,0.0548686809698329,"EDRF1","26098","erythroid differentiation regulatory factor 1"
"ENSG00000170092",11.7516772722343,1.10766861485611,0.522900087097148,2.1183179008542,0.0341481536054018,0.0549165487573492,"SPDYE5","442590","speedy/RINGO cell cycle regulator family member E5"
"ENSG00000140365",501.479071423739,-0.176099028879252,0.0832227206184295,-2.11599702065321,0.0343450609649036,0.0552265253917493,"COMMD4","54939","COMM domain containing 4"
"ENSG00000158545",765.074522684279,-0.162320406286794,0.0767204042791218,-2.11573971503389,0.0343669508298212,0.0552550346110259,"ZC3H18","124245","zinc finger CCCH-type containing 18"
"ENSG00000105556",624.613706385319,0.167165143718744,0.079028500558606,2.11525136548399,0.0344085291728599,0.0553151881474129,"MIER2","54531","MIER family member 2"
"ENSG00000178445",8.60625414854292,1.34444009939669,0.63578664921257,2.11460888815737,0.0344632954987084,0.0553965255735018,"GLDC","2731","glycine decarboxylase"
"ENSG00000062370",83.6396252762619,0.399355815090781,0.188879220376261,2.11434489349985,0.0344858206216791,0.0554260248665468,"ZNF112","7771","zinc finger protein 112"
"ENSG00000100151",159.828660887219,0.308474187748469,0.145910641709417,2.11413084155164,0.0345040936572646,0.0554486838422007,"PICK1","9463","protein interacting with PRKCA 1"
"ENSG00000134996",455.232225502689,-0.182316654985687,0.0862745028570184,-2.11321594385583,0.0345822892599203,0.0555676223022334,"OSTF1","26578","osteoclast stimulating factor 1"
"ENSG00000148660",709.190703587152,-0.155704670635897,0.073689781981696,-2.11297504821731,0.0346029035838916,0.0555940202493345,"CAMK2G","818","calcium/calmodulin dependent protein kinase II gamma"
"ENSG00000167595",209.412982757515,0.263368415677644,0.124663608309936,2.1126327021023,0.0346322174548138,0.0556343870627525,"PROSER3","148137","proline and serine rich 3"
"ENSG00000166436",145.668278007965,0.302060121666981,0.143003156945166,2.11226191169195,0.0346639908346231,0.0556786946747447,"TRIM66","9866","tripartite motif containing 66"
"ENSG00000114388",139.298335842812,-0.307883309137311,0.145776965403865,-2.11201617679681,0.0346850618049179,0.0557058030100266,"NPRL2","10641","NPR2 like, GATOR1 complex subunit"
"ENSG00000114446",617.075855052531,-0.165467075116122,0.078358617219301,-2.11166405161326,0.0347152744660313,0.0557475849906695,"IFT57","55081","intraflagellar transport 57"
"ENSG00000168016",240.631829962083,-0.263542208883438,0.124843721647789,-2.1109768709631,0.0347742999264319,0.0558356203605983,"TRANK1","9881","tetratricopeptide repeat and ankyrin repeat containing 1"
"ENSG00000114999",1275.93341949386,-0.126777983737437,0.0600720581226262,-2.11043183302697,0.0348211769502979,0.0559041305758319,"TTL","150465","tubulin tyrosine ligase"
"ENSG00000151287",96.8699499368987,-0.38571030646358,0.182817498893225,-2.10981065159881,0.0348746686271186,0.0559832425314707,"TEX30","93081","testis expressed 30"
"ENSG00000196937",1254.04090759853,0.126514032342729,0.0600223904618964,2.10778063601187,0.0350499685682068,0.0562578468305647,"FAM3C","10447","FAM3 metabolism regulating signaling molecule C"
"ENSG00000188916",16.1289497648119,0.95820777474603,0.454879407870082,2.10650945760047,0.0351601224580917,0.0564278330701274,"INSYN2A","642938","inhibitory synaptic factor 2A"
"ENSG00000205138",86.9368377462973,0.394568422104283,0.187537662084977,2.10394231066769,0.0353834795939427,0.0567794340904612,"SDHAF1","644096","succinate dehydrogenase complex assembly factor 1"
"ENSG00000136630",91.4484533849123,-0.381913207262901,0.181533427114909,-2.10381753560546,0.0353943665556351,0.0567900430770652,"HLX","3142","H2.0 like homeobox"
"ENSG00000243660",26.9490189113858,0.692885337244921,0.32944283286624,2.10320355497382,0.0354479796736474,0.0568691950749348,"ZNF487","642819","zinc finger protein 487"
"ENSG00000121989",111.454879057133,0.360879894531701,0.17159039072252,2.10314746071814,0.0354528813068307,0.0568701895552326,"ACVR2A","92","activin A receptor type 2A"
"ENSG00000173258",5.47509560539784,1.74028498206478,0.827830610006173,2.10222352378562,0.0355337000932627,0.0569929482717927,"ZNF483","158399","zinc finger protein 483"
"ENSG00000130147",4805.44692662327,-0.0870716592733597,0.0414277184871121,-2.1017729784093,0.035573167261751,0.0570493609720572,"SH3BP4","23677","SH3 domain binding protein 4"
"ENSG00000164258",503.027653598623,-0.172309737040386,0.0820322154530384,-2.10051302514229,0.0356837360478437,0.057219773293186,"NDUFS4","4724","NADH:ubiquinone oxidoreductase subunit S4"
"ENSG00000057704",6.06285255057355,-1.5208384327141,0.724155518005187,-2.10015444873432,0.0357152569073147,0.0572634044233406,"TMCC3","57458","transmembrane and coiled-coil domain family 3"
"ENSG00000275004",30.3873819639439,-0.670773453308172,0.319466657714998,-2.09966654456498,0.0357581845361092,0.0573253116485941,"ZNF280B","140883","zinc finger protein 280B"
"ENSG00000213380",296.101494109764,0.225646286799047,0.107481541183914,2.09939571310146,0.03578203228672,0.0573566199411314,"COG8","84342","component of oligomeric golgi complex 8"
"ENSG00000219200",30.7512041423547,0.647648404100656,0.308547002537307,2.09902672453397,0.0358145449761534,0.0574018084196053,"RNASEK","440400","ribonuclease K"
"ENSG00000182185",28.89759585143,-0.66198002819878,0.315610322378243,-2.09746000450971,0.0359528741196971,0.0576165629896014,"RAD51B","5890","RAD51 paralog B"
"ENSG00000059915",89.56504508048,0.388315115130751,0.185169302340678,2.09708148284925,0.0359863628736584,0.0576632732160612,"PSD","5662","pleckstrin and Sec7 domain containing"
"ENSG00000131127",51.4782397388236,0.510333382743934,0.243410941548757,2.09659179450531,0.0360297262790915,0.0577257930565612,"ZNF141","7700","zinc finger protein 141"
"ENSG00000103021",37.7347221740821,-0.590350096625637,0.28166083467503,-2.09596090030324,0.0360856595630546,0.0578084344851636,"CCDC113","29070","coiled-coil domain containing 113"
"ENSG00000275074",116.879178965592,-0.34003849894037,0.162257647780364,-2.09567008761679,0.0361114671040972,0.0578428010222647,"NUDT18","79873","nudix hydrolase 18"
"ENSG00000136950",729.762210944948,-0.154824184719082,0.0739405507358915,-2.09390088629579,0.0362688103130489,0.0580878257057658,"ARPC5L","81873","actin related protein 2/3 complex subunit 5 like"
"ENSG00000277462",44.1537851294161,0.560137936518239,0.267540570913114,2.09365605600112,0.0362906301565564,0.0581157643765833,"ZNF670","93474","zinc finger protein 670"
"ENSG00000086827",402.001470097455,-0.197649963207268,0.0944734123729191,-2.09212262204604,0.0364275479914177,0.0583279918531658,"ZW10","9183","zw10 kinetochore protein"
"ENSG00000107614",76.4066291933356,-0.422952663480239,0.202287402020028,-2.09085024206482,0.036541490675858,0.0585024204697176,"TRDMT1","1787","tRNA aspartic acid methyltransferase 1"
"ENSG00000090316",1114.4688121223,-0.126868327289812,0.0606790948876289,-2.09080783958228,0.0365452930761367,0.0585024204697176,"MAEA","10296","macrophage erythroblast attacher, E3 ubiquitin ligase"
"ENSG00000166106",145.731502131107,0.326430051746101,0.156134575152923,2.09069676864581,0.0365552548496075,0.058511315366653,"ADAMTS15","170689","ADAM metallopeptidase with thrombospondin type 1 motif 15"
"ENSG00000160055",135.716143998372,0.322786502758022,0.15444012846841,2.09004295683454,0.0366139410836477,0.05859818839294,"TMEM234","56063","transmembrane protein 234"
"ENSG00000183762",314.413740150765,-0.21069857462892,0.100828381020932,-2.08967527292913,0.0366469796885305,0.0586439980991641,"KREMEN1","83999","kringle containing transmembrane protein 1"
"ENSG00000156113",2201.95109340311,-0.12694508575208,0.0607573753606766,-2.08937738008745,0.0366737657686856,0.0586797924273801,"KCNMA1","3778","potassium calcium-activated channel subfamily M alpha 1"
"ENSG00000155034",402.682984527285,-0.199271797876433,0.0953936826775591,-2.08894124100432,0.0367130128292788,0.0587355139000821,"FBXL18","80028","F-box and leucine rich repeat protein 18"
"ENSG00000100567",1115.28892275082,0.133620747599903,0.0639726278087055,2.0887175058599,0.0367331600739872,0.0587606686863421,"PSMA3","5684","proteasome 20S subunit alpha 3"
"ENSG00000058600",424.497134984111,-0.196076974885947,0.09388922928837,-2.08838624379074,0.0367630073627694,0.0588013323449305,"POLR3E","55718","RNA polymerase III subunit E"
"ENSG00000140379",9.83740651281948,1.280437061727,0.61328048023143,2.08784903971476,0.0368114542988203,0.0588717322091428,"BCL2A1","597","BCL2 related protein A1"
"ENSG00000103024",264.711430985127,0.235894579442688,0.113012476463348,2.08733218512553,0.0368581173650341,0.0589392625622903,"NME3","4832","NME/NM23 nucleoside diphosphate kinase 3"
"ENSG00000178764",109.966292449807,0.345930597835609,0.165754523598752,2.08700547246008,0.0368876398710435,0.0589793707436139,"ZHX2","22882","zinc fingers and homeoboxes 2"
"ENSG00000131966",992.116529613715,0.144671783983328,0.0693415678917197,2.0863644763447,0.0369456202703378,0.0590623627689155,"ACTR10","55860","actin related protein 10"
"ENSG00000156261",3510.61349322114,-0.0948895999242859,0.0454820791071891,-2.08630743771973,0.0369507833769472,0.0590623627689155,"CCT8","10694","chaperonin containing TCP1 subunit 8"
"ENSG00000244687",30.752933979622,0.654847254603426,0.313882093239703,2.08628420896677,0.036952886207626,0.0590623627689155,"UBE2V1","7335","ubiquitin conjugating enzyme E2 V1"
"ENSG00000125430",218.091098051727,0.252439417286325,0.121007063659648,2.08615439174983,0.0369646400547598,0.0590740403329707,"HS3ST3B1","9953","heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"ENSG00000183580",358.663614134959,-0.200952077858696,0.0964020952599387,-2.0845198158489,0.0371129096585453,0.0592977872772751,"FBXL7","23194","F-box and leucine rich repeat protein 7"
"ENSG00000130699",192.676142964865,-0.265895612231369,0.127557696742874,-2.08451249137361,0.0371135751871697,0.0592977872772751,"TAF4","6874","TATA-box binding protein associated factor 4"
"ENSG00000131188",117.242258129345,0.334093297875329,0.160315442046852,2.08397452927642,0.0371624841803349,0.0593687893773404,"PRR7","80758","proline rich 7, synaptic"
"ENSG00000116032",40.3040652855767,0.56768230201727,0.272539452823516,2.08293623596901,0.0372570361120291,0.05951268233794,"GRIN3B","116444","glutamate ionotropic receptor NMDA type subunit 3B"
"ENSG00000101901",293.835385540963,-0.217832712892091,0.104632746490399,-2.08187895471212,0.0373535275372364,0.0596596383777746,"ALG13","79868","ALG13 UDP-N-acetylglucosaminyltransferase subunit"
"ENSG00000174564",7.1535694131941,-1.36464741160042,0.656515200821641,-2.07862271870101,0.0376520411557855,0.0601291824733849,"IL20RB","53833","interleukin 20 receptor subunit beta"
"ENSG00000187186",4.19904250411271,1.95215923371257,0.939327377617023,2.07825224754441,0.0376861321439442,0.0601738077375968,"LOC730098","730098","uncharacterized LOC730098"
"ENSG00000168283",426.490409331675,0.190397170153179,0.0916154764240066,2.07822059748944,0.0376890458190836,0.0601738077375968,"BMI1","648","BMI1 proto-oncogene, polycomb ring finger"
"ENSG00000153291",4.19920448906047,1.93368189856771,0.930656296005647,2.07776158273148,0.0377313238485496,0.0602340677111101,"SLC25A27","9481","solute carrier family 25 member 27"
"ENSG00000165819",455.32312000578,-0.179333774224195,0.0863533755384985,-2.07674307004065,0.0378252791237035,0.0603768005433277,"METTL3","56339","methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit"
"ENSG00000187189",810.426058685836,0.151736164626042,0.0730751346244517,2.07644043908842,0.037853234403582,0.0604141623826455,"TSPYL4","23270","TSPY like 4"
"ENSG00000101160",1008.44504060958,-0.133984098454088,0.0645634071943059,-2.07523277157381,0.0379649667387887,0.0605795964347401,"CTSZ","1522","cathepsin Z"
"ENSG00000092140",422.021349614463,-0.187492096808497,0.0903479927823013,-2.07522149673286,0.0379660111973179,0.0605795964347401,"G2E3","55632","G2/M-phase specific E3 ubiquitin protein ligase"
"ENSG00000163479",4210.96560993555,0.0869083658221094,0.0418838369492264,2.0749857738073,0.0379878532727982,0.0606071672275442,"SSR2","6746","signal sequence receptor subunit 2"
"ENSG00000160951",20.1568364910018,-0.81828499877922,0.394539410237882,-2.07402600993865,0.0380768953210562,0.060741931738442,"PTGER1","5731","prostaglandin E receptor 1"
"ENSG00000188107",9.17761258612879,1.20296446977072,0.580148887429542,2.07354438806335,0.0381216446061281,0.0608060146101349,"EYS","346007","eyes shut homolog"
"ENSG00000114638",16.9515469633478,0.887197097293235,0.428010580487653,2.07283917206535,0.038187249531385,0.0609033439332199,"UPK1B","7348","uroplakin 1B"
"ENSG00000158552",217.205634064387,-0.262817124684312,0.126831167621412,-2.07218091272971,0.0382485727627714,0.0609938219996554,"ZFAND2B","130617","zinc finger AN1-type containing 2B"
"ENSG00000100055",15.5457853979953,0.92342861661465,0.445748219693821,2.07163725129164,0.0382992832005354,0.061067356478933,"CYTH4","27128","cytohesin 4"
"ENSG00000100302",31.7490641462937,0.632349057096215,0.305419453417751,2.07042822590378,0.0384122608938543,0.061240145143701,"RASD2","23551","RASD family member 2"
"ENSG00000149634",8.42679020358956,1.31849567913108,0.637019620467802,2.06978817726655,0.0384721850015249,0.0613243695393652,"SPATA25","128497","spermatogenesis associated 25"
"ENSG00000177082",77.5896005465753,0.411792288450642,0.198956026190934,2.06976534631554,0.0384743240002658,0.0613243695393652,"WDR73","84942","WD repeat domain 73"
"ENSG00000149506",5.55854398239095,1.60033646307194,0.773326992464836,2.06941756678008,0.038506919460616,0.0613689589963884,"ZP1","22917","zona pellucida glycoprotein 1"
"ENSG00000172766",169.900595850891,0.281552414130346,0.136099717664048,2.06872151509776,0.0385722270494696,0.0614656652274811,"NAA16","79612","N-alpha-acetyltransferase 16, NatA auxiliary subunit"
"ENSG00000153404",82.7823972689601,0.390289187757523,0.188669527734754,2.06863923625346,0.0385799531433753,0.0614706019254212,"PLEKHG4B","153478","pleckstrin homology and RhoGEF domain containing G4B"
"ENSG00000167272",178.737713873393,-0.283552625244572,0.137144381801604,-2.06754824018066,0.03868252353814,0.0616266375954871,"POP5","51367","POP5 homolog, ribonuclease P/MRP subunit"
"ENSG00000172803",14.2659159388371,0.952681895420509,0.460921057543015,2.06690902884514,0.0387427268110205,0.0617151472180347,"SNX32","254122","sorting nexin 32"
"ENSG00000184939",420.065522169685,0.186095072056081,0.0900525481109048,2.06651645022742,0.0387797407552078,0.0617667006488393,"ZFP90","146198","ZFP90 zinc finger protein"
